2024-09-16 12:53:34,25.06,45,0
2024-09-16 12:53:35,25.06,45,1
2024-09-16 12:53:36,25.0,45,1
2024-09-16 12:53:38,25.0,45,0
2024-09-16 12:53:40,25.06,45,0
2024-09-16 12:53:41,25.06,45,1
2024-09-16 12:53:43,25.06,45,1
2024-09-16 12:53:45,25.06,45,0
2024-09-16 12:53:47,25.06,45,0
2024-09-16 12:53:48,25.06,45,0
2024-09-16 12:53:50,25.06,45,1
2024-09-16 12:53:52,25.12,45,1
2024-09-16 12:53:54,25.12,44,0
2024-09-16 12:53:55,25.12,45,0
2024-09-16 12:53:57,25.12,45,0
2024-09-16 12:53:59,25.12,45,1
2024-09-16 12:54:01,25.12,45,0
2024-09-16 12:54:02,25.12,45,0
2024-09-16 12:54:04,25.12,45,0
2024-09-16 12:54:06,25.12,45,1
2024-09-16 12:54:08,25.12,45,1
2024-09-16 12:54:10,25.12,45,0
2024-09-16 12:54:11,25.12,45,0
2024-09-16 12:54:13,25.12,45,1
2024-09-16 12:54:15,25.12,45,1
2024-09-16 12:54:17,25.12,45,0
2024-09-16 12:54:18,25.12,44,0
2024-09-16 12:54:20,25.12,45,1
2024-09-16 12:54:22,25.12,45,1
2024-09-16 12:54:24,25.12,45,0
2024-09-16 12:54:26,25.12,45,0
2024-09-16 12:54:27,25.12,45,1
2024-09-16 12:54:29,25.12,45,1
2024-09-16 12:54:31,25.12,45,0
2024-09-16 12:54:33,25.12,45,0
2024-09-16 12:54:35,25.12,45,1
2024-09-16 12:54:36,25.12,45,1
2024-09-16 12:54:38,25.12,45,0
2024-09-16 12:54:40,25.06,45,0
2024-09-16 12:54:42,25.06,45,1
2024-09-16 12:54:44,25.06,45,1
2024-09-16 12:54:45,25.06,45,0
2024-09-16 12:54:47,25.06,45,0
2024-09-16 12:54:49,25.06,45,0
2024-09-16 12:54:50,25.06,45,1
2024-09-16 12:54:52,25.06,45,0
2024-09-16 12:54:54,25.06,45,0
2024-09-16 12:54:56,25.06,45,0
2024-09-16 12:54:57,25.06,45,1
2024-09-16 12:54:59,25.06,45,1
2024-09-16 12:55:01,25.06,45,0
2024-09-16 12:55:03,25.06,45,0
2024-09-16 12:55:04,25.06,45,0
2024-09-16 12:55:06,25.0,45,1
2024-09-16 12:55:08,25.0,45,0
2024-09-16 12:55:10,25.0,45,0
2024-09-16 12:55:11,25.0,45,0
